Title,Release Date,Rating,Description,Metascore,Link
452.Nuclear Throne,"Dec 5, 2015",E10+,"Nuclear Throne is a post-apocalyptic roguelike-like top-down shooter. Not 'the final hope of humanity' post-apocalyptic, but 'humanity is extinct and mutants and monsters now roam the world' post-apocalyptic. Fight your way through the wastelands with powerful weaponry, collecting radiation to mutate some new limbs and abilities.",89,https://www.metacritic.com/game/nuclear-throne/
453.Dead Space (2008),"Oct 13, 2008",M,"In the bold and often-bloody Dead Space gamers step into a third-person sci-fi survival horror experience that delivers psychological thrills and gruesome action. Set in the cold blackness of deep space, the atmosphere is soaked with a feeling of tension, dread and sheer terror. In Dead Space, players step into the role of engineer Isaac Clarke – an ordinary man on a seemingly routine mission to fix the communications systems aboard a deep space mining ship. It is not long before Isaac awakes to a living nightmare when he learns that the ship's crew has been ravaged by a vicious alien infestation. He must fight through the dead silence and darkness of deep space to stay alive. [Electronic Arts]",89,https://www.metacritic.com/game/dead-space-2008/
454.Like a Dragon: Infinite Wealth,"Jan 26, 2024",M,"EPIC EMOTIONAL DRAMA
Two larger-than-life heroes brought together by the hand of fate, or perhaps something more sinister…
Ichiban Kasuga, an unstoppable underdog who’s no stranger to crawling up from rock bottom, and Kazuma Kiryu, a broken man facing down his last days.
BEST-IN-CLASS RPG ACTION
Experience one-of-a-kind combat with dynamic, fast-paced RPG battles where the battlefield becomes your weapon, and anything goes.
Adapt your party’s skills to the situation with outlandish jobs and customizations to strategically subdue enemies with over-the-top moves.
INFINITE ADVENTURE
Live it up in Japan and explore all that Hawaii has to offer in an adventure so big it spans the Pacific.
Unforgettable moments await at every step of the journey with a unique mix of quests and activities to enjoy at your leisure.",89,https://www.metacritic.com/game/like-a-dragon-infinite-wealth/
455.Cuphead in the Delicious Last Course,"Jun 30, 2022",N/A,"Another helping of classic Cuphead action awaits you in Cuphead - The Delicious Last Course! Brothers Cuphead and Mugman are joined by the clever, adventurous Ms. Chalice for a rollicking adventure on a previously undiscovered Inkwell Isle! With the aid of new weapons, magical charms, and Ms. Chalice’s unique abilities, players will take on a new cast of fearsome, larger than life bosses to assist the jolly Chef Saltbaker in Cuphead’s final challenging quest!",89,https://www.metacritic.com/game/cuphead-in-the-delicious-last-course/
456.Lone Echo,"Jul 20, 2017",N/A,"You’re Jack, an advanced cybernetic AI stationed at a mining facility on the rings of Saturn. Alongside Captain Olivia Rhodes, you’ll use your technical ingenuity and futuristic tools to overcome a variety of challenges and obstacles while you investigate a mysterious spatial anomaly.",89,https://www.metacritic.com/game/lone-echo/
457.XCOM: Enemy Unknown,"Oct 8, 2012",M,"Enemy Unknown couples tactical turn-based gameplay with action sequences and on-ground combat. Recruit, specialize and train unique soldiers and manage your personnel. Detect and interrupt the alien threat as you construct and expand your XCOM headquarters. Direct soldier squads in turn-based ground battles and deploy air units such as the Interceptor and Skyranger. The fight spreads around the world as the XCOM team engages in over 70 missions, communicating and negotiating with governments around the world.",89,https://www.metacritic.com/game/xcom-enemy-unknown/
458.Rise of Nations,"May 20, 2003",T,"Dominate 6,000 years of history from the Ancient Age to the Information Age. Which forces will you deploy to lead your nation to global prominence? Trade, espionage, diplomacy?war? Whichever path you choose, you?ll experience the pulse pounding thrill and speed of real-time gaming combined with the epic scope and depth of turn-based strategy games ? brought together for the first time ever in Rise of Nations. Rise of Nations is a new historical real time strategy game from Big Huge Games' Brian Reynolds, designer of PC game classics such as ""Civilization 2"" and ""Alpha Centauri."" In Rise of Nations, you'll create new cities, improve city infrastructures and expand national borders. Conquer foes through military might using everything from sling-shots to cannons to stealth bombers to nuclear weapons; corner the market on key commodities and consolidate power under your rule; wheel and deal across time with history's eminent cultures. [Microsoft]",89,https://www.metacritic.com/game/rise-of-nations/
459.The Curse of Monkey Island,"Oct 31, 1997",E,"Quick - what has dozens of monkeys, ghost pirates galore and more insults than a cranky parrot? Why, The Curse of Monkey Island, of course! In this highly anticipated third installment to LucasArts' popular Monkey Island series of graphic adventures, Guybrush Threepwood once again takes up dull blade and rapier wit against the nefarious demon-pirate LeChuck. In Curse, Guybrush must save his one true love, Elaine Marley, from being turned into the evil pirate's zombie bride. But, hoping to marry Elaine himself, Guybrush unknowingly slips a cursed ring onto her finger that transforms her into a gold statue. He must then find a way to change Elaine back to her beautiful self and stop LeChuck from carrying out his sinister plans. Aye, 'tis a rollicking piratey adventure that's sure to challenge the mind and shiver a few timbers! [LucasArts]",89,https://www.metacritic.com/game/the-curse-of-monkey-island/
460.Descent 3,"Jun 17, 1999",T,"Descent 2 ended with you drifting helplessly in deep space. Just as your life support begins to fail, you are miraculously rescued by a group of renegade researchers. Soon after, the researchers confide that a Dr. Swietzer has been secretly developing the deadly robot virus you've encountered in the mines. Upon agreeing to help the researchers locate Swietzer, you learn that Dravis, the corporate executive who contracted you, not only is working with Swietzer, but intentionally sabotaged your warp drive, leaving you stranded in the depths of space. Rejuvenated with a desire for revenge, you focus your search for Swietzer, and eagerly await your next meeting with Dravis. The gut-wrenching Descent saga continues with more pulse-pounding action than ever before. Dive into massive subterranean strongholds and experience a whole new degree of freedom powered by the all-new Fusion engine. Test your piloting skills against an army of assault-bots using an extensive arsenal of firepower. Prepare yourself for an explosive new 3D action-experience that will turn your world INSIDE-OUT! [Interplay]",89,https://www.metacritic.com/game/descent-3/
461.World Series Baseball 2K3,"Mar 10, 2003",E,"Sega Sports&trade; World Series&reg; Baseball 2K3 spent the off-season improving what was already the best baseball franchise by adding ESPN broadcast presentation, more classic uniforms for every team, historical ballparks, player-specific batting stances and pitching styles for Hall of Fame legends, and more. This year, World Series Baseball 2K3 is in a league of its own!",89,https://www.metacritic.com/game/world-series-baseball-2k3/
462.NASCAR Racing 2003 Season,"Feb 14, 2003",E,"Battle your way to the lead pack in the most immersive racing game of the season! Go bumper-to-bumper against all of your 2003 NASCAR favorites on all 23 real-life tracks, or draft to gain speed and blow right past them at 200 mph. Take the checkered flag and experience the thrill that only NASCAR can deliver. [Sierra]",89,https://www.metacritic.com/game/nascar-racing-2003-season/
463.Shin Megami Tensei: Persona 3 FES,"Apr 22, 2008",M,"Lead a group of high school students with a dangerous extracurricular activity: exploring the mysterious tower Tartarus and fighting the sinister Shadows during the Dark Hour, a frozen span of time imperceptible to all but a select few. However, the end of their quest is no longer the end of the story--witness for the first time the aftermath of the final battle and the students' struggle to find meaning in their new lives. Persona 3 FES contains an enhanced version of the original game, loaded with new Personas and cutscenes, a weapon synthesis system, additional quests and events, a hard difficulty mode, and the ability to change your characters' clothes. 30 additional hours of gameplay - Take the role of Aigis in a brand new Persona 3 episode that plays as a full game with an original story, extra cutscenes and objectives, and seventeen new music tracks. [Atlus USA]",89,https://www.metacritic.com/game/shin-megami-tensei-persona-3-fes/
464.Apex Legends,"Feb 4, 2019",T,"Conquer with character in Apex Legends, a free-to-play Battle Royale shooter where legendary characters with powerful abilities team up to battle for fame and fortune on the fringes of the Frontier. Master an ever-growing roster of diverse legends, deep tactical squad play, and bold new innovations that level-up the Battle Royale experience—all within a rugged world where anything goes. Welcome to the next evolution of Battle Royale.",89,https://www.metacritic.com/game/apex-legends/
465.NORCO,"Mar 24, 2022",N/A,"NORCO is a Southern Gothic point & click narrative adventure that immerses the player in the sinking suburbs and verdant industrial swamps of a distorted South Louisiana. Your brother Blake has gone missing in the aftermath of your mother's death. In the hopes of finding him, you must follow a fugitive security android through the refineries, strip malls, and drainage ditches of suburban New Orleans.",89,https://www.metacritic.com/game/norco/
466.Dark Souls: Artorias of the Abyss,"Oct 23, 2012",M,"The Dark Souls DLC, Artorias of the Abyss grants you access to new maps and environments, boss characters, enemies and non-playable characters, weapons and armour, and additional challenging content for stalwart heroes to face and an online match-making feature for co-op or player vs. player gameplay, allowing gamers to showcase their skills against other Dark Souls players around the world.",89,https://www.metacritic.com/game/dark-souls-artorias-of-the-abyss/
467.Metal Gear Solid HD Collection,"Nov 8, 2011",M,"Metal Gear Solid HD Collection bundles Metal Gear Solid 2: Sons of Liberty, Metal Gear Solid 3: Snake Eater and Metal Gear Solid: Peace Walker and updates them with HD visuals.",89,https://www.metacritic.com/game/metal-gear-solid-hd-collection/
468.Battlefield 3,"Oct 25, 2011",M,"As bullets whiz by, walls crumble, and explosions throw you to the ground, the battlefield feels more alive and interactive than ever before. In Battlefield 3, players step into the role of the elite U.S. Marines where they will experience heart-pounding single player missions and competitive multiplayer actions ranging across diverse locations from around the globe including Europe, Middle-East and North America.",89,https://www.metacritic.com/game/battlefield-3/
469.Battlefield 1942,"Sep 10, 2002",T,"In Battlefield 1942, you will experience the heat of battle as you heroically storm the beaches of Normandy, drive a tank across the deserts of northern Africa, pilot a fighter plane during the Battle of Midway, command a battleship at Guadalcanal, or parachute and commandeer a jeep in operation Market Garden. It is the only first person, team-based action game that places you in the midst of a raging WWII battlefield with 35 ""machines of war"" under your control. You'll pick up the sidearm of your choice and get behind the wheel of a variety of vehicles, ships, and aircraft to go to war on land, sea, and air during some of the most famous and pivotal battles of the Second World War. [Electronic Arts]",89,https://www.metacritic.com/game/battlefield-1942/
470.Synth Riders,"Jul 27, 2021",T,Get your groove on with Synth Riders. Notes fly and beats pulse in this cyberpunk VR rhythm game. Synthwave music has taken over the world and it's up to you...to jam.,89,https://www.metacritic.com/game/synth-riders/
471.Dreams,"Feb 14, 2020",T,"Dreams is the space you go to where you go to play and experience the dreams of Media Molecule and its community. It’s also a space in which to create your own dreams, whether they’re games, art, films, music or anything in-between and beyond. [Media Molecule]",89,https://www.metacritic.com/game/dreams/
472.Einhander,"May 5, 1998",E,"Pilot the most technologically advanced shooter ever created. You're a suicide pilot up against Earth's final assault. Cut through hordes of enemy fighters and battle the most monstrous bosses ever designed. Pilot fully loaded tactical fighters. Modify speed and agility on the fly. Single, double, and triple gunpod designs. Extendible claw for stealing enemy weapons. Armed for gatling guns, homing missiles, cannons, and more. Two bonus fighters earned through meritorious battle.",89,https://www.metacritic.com/game/einhander/
473.Deus Ex: Human Revolution,"Aug 23, 2011",M,"In Deus Ex: Human Revolution you play Adam Jensen, a security specialist, handpicked to oversee the defense of one of America's most experimental biotechnology firms. But when a black ops team breaks in and kills the scientists you were hired to protect, everything you thought you knew about your job changes. At a time when scientific advancements are routinely turning athletes, soldiers and spies into super-enhanced beings, someone is working very hard to ensure mankind's evolution follows a particular path. You need to discover why - because the decisions you take and the choices you make will be the only things that can determine mankind's future.",89,https://www.metacritic.com/game/deus-ex-human-revolution/
474.The Chronicles of Riddick: Escape From Butcher Bay,"Jun 1, 2004",M,"The most wanted man in the universe comes to your neighborhood in The Chronicles of Riddick: Escape From Butcher Bay. Set before the events of two movies, The Chronicles of Riddick and Pitch Black, the game tells the story of Riddick's escape from the previously inescapable maximum security prison Butcher Bay, which is home to the most violent prisoners in the galaxy. Battle your enemies in first-person or third-person views using shooting, stealth, or hand-to-hand combat. With Riddick's eye-shine, you can easily see through the dark to take out your foes.",89,https://www.metacritic.com/game/the-chronicles-of-riddick-escape-from-butcher-bay/
475.WWF No Mercy,"Nov 17, 2000",T,"Jump into the ring with the biggest, baddest jambronis around and experience brutal WWF action never before seen in a console game! Over 65 WWF superstars, all-new Ladder matches, and all-new Double-Team moves, like the Dudley 3D Deathdrop! Take on the entire Federation in Survival Mode. Take the action out of the ring in 10 different backstage areas!",89,https://www.metacritic.com/game/wwf-no-mercy/
476.Gran Turismo 4,"Feb 22, 2005",E,"Gran Turismo 4 features a truly authentic racing experience spanning 100 years of automotive history. Packed with more cars, courses, race modes and online gameplay via the Network Adaptor, Gran Turismo 4 delivers enhanced, if not perfected game physics and graphics. New physics engine adding a higher level of realism in cars, which allows for cars to be handled easier. More than 5,000 polygons per vehicle capture exceptional detail, right down to the disc brakes behind the wheel. Up to 100 courses including Nurburgring, New York City, the Grand Canyon, Tsukuba Circuit, Fuji Speedway, Citta di Aria, Hong Kong, Costa di Amalfi and others. Includes courses that can be played in reverse mode. More than 500 vehicles encompassing manufacturers from around the world with a range from vintage to modern models seen today. All vehicles are fully customizable from racing tires to gear ratio. Race opponents posses advanced artificial intelligence, which allows for behavior that captures human-like emotion. Compatible with the Logitech Driving ForceTM Pro Wheel. GT Career 'Simulation' Mode ? Via the GT Universe, players start from the bottom and race to earn money, unlock cars and courses, buy and sell cars and upgrade parts while competing in more than 200 various championship races. GT Online Mode ? Features head-to-head racing for up to six players per race. Chat functionality and in-depth menu screens for the ability to build communities to interact about automotive topics. GT Arcade Mode - Players compete against each other or the artificial intelligence with select cars on select courses. More cars and course are available in the GT Arcade Mode when they are unlocked in the GT Career Simulation Mode. GT Photo Mode ? Players can travel around the globe with their car(s) and conduct photo sessions in various popular locations that include Piazza San Marco, Shibuya, Tsumago, Sagano and more. Once the photo is taken in the game, the player can save it to their memory card and have the option to share with friends or print out a color copy via a USB Printer. [Sony]",89,https://www.metacritic.com/game/gran-turismo-4/
477.The Beatles: Rock Band,"Sep 9, 2009",T,"The game represents the first time fans will be able to experience The Beatles’ musical career for themselves. From the early touring days in 1963 Liverpool to the immortal, final performance on the Apple Corps rooftop, fans can follow in the band’s footsteps as they traverse the globe during the height of Beatlemania. Adding to the experience is the introduction of three-part vocal harmonies to game play, allowing gamers to revel in the unparalleled vocal stylings of the Fab Four. Beatles fans will also be thrilled to hear previously unreleased authentic voice recordings from John, Paul, George and Ringo chatting between takes during studio sessions recorded at Abbey Road more than four decades ago. The game begins during the band's earliest days at The Cavern Club in Liverpool, England. Gamers then travel across the Atlantic to experience the band's unforgettable 1964 performance on The Ed Sullivan Show, the sold-out concert at New York’s Shea Stadium in 1965, and conclude at The Beatles’ memorable concert at Budokan in Tokyo, Japan in 1966. The Beatles' studio years come to life in legendary Studio 2 at Abbey Road Studios. Highlighting the studio years are inspired artistic visual expressions known as Dreamscapes, intended to transport players to imaginative environments that capture the essence of The Beatles’ genre-busting musical and fashion transformations during their later years. The game follows The Beatles to 1969 where story mode culminates with their final performance on the rooftop of the Apple Corps Headquarters. The Beatles: Rock Band offers a new set of hardware representing the instruments made famous by John, Paul, George and Ringo. Featured in the set are the Rickenbacker 325 and Gretsch Duo Jet guitars - hailed as two of the celebrated, signature instruments played by John Lennon and George Harrison throughout their careers. Also included is a Höfner bass controller - a large-scale version of the bass famously used by Sir Paul McCartney. Rounding out the set is a Ringo Starr inspired, Ludwig-branded Rock Band 2 drum set with a classic pearl finish and vintage remake of a Beatles kick drum head. [MTV Games]",89,https://www.metacritic.com/game/the-beatles-rock-band/
478.Advance Wars 2: Black Hole Rising,"Jun 24, 2003",E,"Just when you thought you'd seen the last of them, the Black Hole Army is storming back in this sequel to the award-winning Game Boy Advance strategy game. With new COs under his command, Sturm is leading a new invasion force, and it'll take advance strategy to stop him!",89,https://www.metacritic.com/game/advance-wars-2-black-hole-rising/
479.Return of the Obra Dinn,"Oct 18, 2018",N/A,Return of the Obra Dinn is a first-person mystery adventure based on exploration and logical deduction.,89,https://www.metacritic.com/game/return-of-the-obra-dinn/
480.Lumines,"Mar 22, 2005",E10+,"Bust blocks, groove through puzzles, and jam wirelessly with friends. Stack 'em right and you'll unlock lush looks and buttery beats. Want to be lumines? Just let the music guide you.  Advance through 24 action-packed levels, each with its own musical theme and sound effects. 4 gameplay modes including single-player and multiplayer ensure varied and lengthy gameplay. Time attacks, duels, and puzzle challenges await! Unlock new customizable skins and avatars as you progress. Flaunt your progress in multiplayer mode; push your opponent right off the screen. Challenge yourself, or go head to head with an opponent via wireless multiplayer functionality. Listen as the jam intensifies depending on your skills. Stack 'em and crack 'em to unlock the best beats and score high points. Combo and link for best results. [Ubisoft]",89,https://www.metacritic.com/game/lumines/
481.L.A. Noire,"May 17, 2011",M,"L.A. Noire is a next generation crime thriller developed by Team Bondi, a new Australian based studio founded by Brendan McNamara, of ""The Getaway."" L.A Noire is an interactive detective story set in the classic noir period of the late 1940's. It blends action, detection and complex storytelling and draws players into an open-ended challenge to solve a series of gruesome murders. Set in a perfectly recreated Los Angeles before freeways, with a post-war backdrop of corruption, drugs and jazz, L.A. Noire truly blends cinema and gaming. [Rockstar Games]",89,https://www.metacritic.com/game/l-a-noire/
482.Ratchet & Clank Future: Tools of Destruction,"Oct 23, 2007",E10+,"After saving countless planets from dreadful doom and earning intergalactic mega-celebrity status in the process, Ratchet and Clank have taken some well-deserved RandR -- again. Yet, Ratchet remains restless. An orphan of the universe, he has never known anything of his past, his family, or his Lombax origins. And no one, not even Clank, can fill that void. Unfortunately for Ratchet, someone else is equally interested in Ratchet's origins: Emperor Percival Tachyon. In his thirst for revenge, the vile tyrant of an ancient race of foul insect-like monsters called Cragmites has festered an age-old grudge and is bent on wiping the last-known Lombax off the universe. As Tachyon's forces ambush Ratchet and Clank in their home galaxy, our heroes realize they need to escape quickly to prevent its destruction. In a move of desperate irony, Ratchet and Clank steal Tachyon's imperial warship and embark upon an adventure bigger than any they've experienced- one that will not only unravel the mystery of the Lombaxes, but also test the very limits of their friendship. [SCEA]",89,https://www.metacritic.com/game/ratchet-and-clank-future-tools-of-destruction/
483.Peggle,"Mar 11, 2009",E,"[Xbox Live Arcade]  Experience the ball-bouncing, peg-busting phenomenon sweeping the globe, now on Xbox LIVE Arcade. Do you have what it takes to become a Peggle master? Conquer dozens of levels with 10 different characters, each with a unique special power. Face off against two to four friends in multiplayer play over Xbox LIVE, and test your skills with the Grand Master Challenges. Take your best shot. Game modes: Enjoy multiple game modes like Adventure and Quick Play. Multiple challenges: Play through more than 55 levels and 75 challenges, using 10 Peggle Masters with unique abilities. Multiplayer: Join with friends for 2-4 way multiplayer over Xbox LIVE plus local multiplayer, co-op, and party game modes. [PopCap Games]",89,https://www.metacritic.com/game/peggle/
484.Tony Hawk's Pro Skater 1 + 2,"Sep 4, 2020",T,"Drop back in with the most iconic skateboarding games ever made. Play Tony Hawk's Pro Skater & Tony Hawk's Pro Skater 2 in one epic collection, rebuilt from the ground up in incredible HD. All the pro skaters, levels and tricks are back and fully-remastered, plus more.",89,https://www.metacritic.com/game/tony-hawks-pro-skater-1-plus-2/
485.Alan Wake II,"Oct 27, 2023",M,"Shed some light on what has long been obscured by darkness. After 11 long years, the writer's return is a reality and the dangers lurking in the dark are even more sinister than the Taken roaming Bright Falls.  Alan Wake 2 turns up the level of dread as our very first dive into the survival horror genre, so expect a chilling experience with familiar psychological horror elements.  Be careful out there. Monsters wear many faces.",89,https://www.metacritic.com/game/alan-wake-ii/
486.New Super Mario Bros.,"May 15, 2006",E,"The first new 2D Mario platformer since Super Mario World has arrived. Boasting ""incredible"" 3D graphics to accompany classic 2D gameplay, this fast-paced adventure will have Mario fans cheering as they make their way over fields, under water, through castles and into the air. New and familiar enemies are everywhere, not to mention ""mind-blowing"" challenges made possible by the dual screens of the Nintendo DS. Not only that, but players can link wirelessly with a friend to play as both Mario and Luigi in multiplayer mode. [Nintendo]",89,https://www.metacritic.com/game/new-super-mario-bros/
487.Silent Hill 2 (2001),"Sep 25, 2001",M,"Players assume the role of James, who receives a cryptic letter from his wife (who has been dead for 3 years) beckoning him to meet her in Silent Hill, a place that holds great meaning for the couple. The mystery of the letter compels him to return to the surreal horror and all-too-real danger in Silent Hill.",89,https://www.metacritic.com/game/silent-hill-2-2001/
488.Castlevania Dominus Collection,"Aug 27, 2024",T,"In addition to the three action adventure games from the Castlevania series, Haunted Castle Revisited, an redesigned version of the very first Castlevania arcade game, makes its debut! And you can also play it in its original format!
Experience the world of Castlevania like never before, with never-before-seen art and handy new features such as rewind, quick saves and much more!

- Titles
Castlevania: Dawn of Sorrow
The adventures of Soma continue! Discover a completely new way to create countless weapons by combining souls, in stunning 2D graphics.
One year after the events of Castlevania: Aria of Sorrow, a boy named Soma Cruz is once again put at the center of a plot to resurrect Dracula led by a mysterious cult.. Will he finally be able to face his own destiny and put an end to all this?",89,https://www.metacritic.com/game/castlevania-dominus-collection/
489.Metal Gear Solid: Peace Walker,"Jun 8, 2010",T,"METAL GEAR SOLID: PEACE WALKER takes the series in an exciting new direction with incredible visuals, as it sheds new light on well-known adversaries and allies, along with a wealth of new characters. In true METAL GEAR SOLID tradition, METAL GEAR SOLID: PEACE WALKER drops the player into a series of hostile scenarios, as a terrible plan for world domination is revealed. In addition to solo operations, players can team up via the game's multi-player CO-OPS (CO-operative OPerationS) mode. This extends to key gameplay advances, with players administering medical help to colleagues, sharing munitions, or providing cover for each other using the Snake formation to cover each other's blind spots. [Konami]",89,https://www.metacritic.com/game/metal-gear-solid-peace-walker/
"490.WarioWare, Inc.: Mega Microgame$!","May 26, 2003",E,Frantic action! Prepare for lightning-quick game play as you blaze through over 200 bizarre microgames designed by a crazy crew of Wario's cronies! There are even two-player contests that can be played on a single Game Boy Advance! Pick up and play! Ultra-simple controls make each game easy to get into...until the games start coming faster... and faster...and FASTER!,89,https://www.metacritic.com/game/warioware-inc-mega-microgame/
491.Grandia,"Sep 30, 1999",E,"Join Justin and friends on an epic journey through a captivating story line, providing over 80 hours of intensive gameplay. With vast polygonal worlds to explore and extensive character interaction, Grandia features innovative gameplay with a unique magic combination and character development system and a choice of two battle modes; classic turn-based or automatic.",89,https://www.metacritic.com/game/grandia/
492.NBA 2K2,"Jan 12, 2002",E,"New features include a revamped low post game (exploit the defender with lightning quick drop step moves, back him down for a rim-rattling dunk, or shoot a sweet fadeaway jumper), new playbooks, and new street courts including Oakland's legendary Mosswood Park, Philly's Hank Gathers Rec Center, and Houston's Ronde Rec Center. [Sega]",89,https://www.metacritic.com/game/nba-2k2/
493.Colors! 3D,"Apr 5, 2012",E,Colors! 3D is a simple yet robust painting application that combines ease of use and powerful painting tools.,89,https://www.metacritic.com/game/colors-3d/
494.NBA 2K11,"Oct 5, 2010",E,"It's the #1 selling and rated NBA series that everyone is playing - from the most elite NBA athletes and superstars to the local court gym rats. NBA 2K10 delivered on its promise to TAKE OVER, and NBA 2K11 will build on that momentum by dialing up all of its features - gameplay, AI, presentation, visuals, audio, online and more - to deliver what's expected to be the best basketball video game experience EVER.",89,https://www.metacritic.com/game/nba-2k11/
495.Disco Elysium: The Final Cut,"Mar 30, 2021",M,"Disco Elysium is about a detective who wakes up in a rundown coastal district with a banging headache and only a few dregs of memory left. You set out to discover what happened to him inside the unique world we have created. We’ve thrown together disco music, early motor carriages, and post-revolutionary angst for our setting, and brought it all to life with actual oil paintings.",89,https://www.metacritic.com/game/disco-elysium-the-final-cut/
496.Horizon Zero Dawn,"Feb 28, 2017",T,"Horizon Zero Dawn is a PS4-exclusive action role playing game developed by Guerrilla Games, creators of the Killzone franchise. As Horizon Zero Dawn’s main protagonist Aloy, a skilled hunter, explore a vibrant and lush world inhabited by mysterious mechanized creatures. Embark on an emotional journey to unravel mysteries of tribal societies, ancient artifacts and advanced technologies that will determine the fate of this planet, and of life itself.",89,https://www.metacritic.com/game/horizon-zero-dawn/
497.Stardew Valley,"Feb 26, 2016",E10+,"Stardew Valley is an RPG-style farming game. It's up to you to choose your path... Will you devote your time to raising crops and caring for animals? Will you spend time in the local village, befriending the local townspeople? Do you get a kick out of slaying dreadful monsters in the mysterious mountain caverns? Or will you try to accomplish everything and claim the coveted title of Stardew Hero?",89,https://www.metacritic.com/game/stardew-valley/
498.Devil May Cry 5: Special Edition,"Nov 12, 2020",M,"Devil May Cry is back. The legendary stylish action game is better than ever in the ultimate version of this multi-award winning hit.

New features:

- New playable character - Dante's brother and arch-rival, Vergil
- Legendary Dark Knight mode - an extremely challenging horde mode featuring huge numbers of enemies
- Turbo mode - make the game even more intense by playing at 1.2x speed
- Ray-tracing support - this next-generation graphics technology brings the already near-photorealistic world of DMC5 to a new level of unparalleled visual splendour
- High Frame-Rate mode - experience super-smooth action

These new features and modes utilise the power of PlayStation®5 to bring you the craziest, sexiest, most stylish Devil May Cry experience ever.",89,https://www.metacritic.com/game/devil-may-cry-5-special-edition/
499.The Last of Us Part I,"Sep 2, 2022",M,"In a ravaged civilization, where infected and hardened survivors run rampant, Joel, a weary protagonist, is hired to smuggle 14-year-old Ellie out of a military quarantine zone. However, what starts as a small job soon transforms into a brutal cross-country journey. Includes the complete The Last of Us single-player story and celebrated prequel chapter, Left Behind, which explores the events that changed the lives of Ellie and her best friend Riley forever.",89,https://www.metacritic.com/game/the-last-of-us-part-i/
500.Railroad Tycoon II,"Nov 2, 1998",E,"Ride the Iron Horse. It can take you from New York to South Africa. It can take you from the year 1804 to the year 2000. It can take you from penniless manual laborer to powerful multi-millionaire. It can take you from a normal, well-adjusted, well-rounded person to an obsessed, singled-minded, one-tracked trainhead. This is a real railroad game, not just a strategy game that happens to involve railroads. If you want to hop on a plane, car or ship, hop on another game. This game is about trains for people who love trains. Everything about the game is centered around an authentic look and feeling of the railways. Period video and pictures are interlaced with the game. The design and interface are true to the character of the fabled late 1800's railroads. A.I. opponents are based on real people. And all maps are real (based on satellite photography from US Geological Service and other sources). [Gathering of Developers]",89,https://www.metacritic.com/game/railroad-tycoon-ii/
501.NBA Street,"Jun 18, 2001",E,"With an ""SSX""-like trick system and the rejuvenation of the blocked shot, it seems that EA's reinvention of ""NBA Jam""-style hoops should do for basketball what the Tony Hawk series did for skateboarding.",89,https://www.metacritic.com/game/nba-street/
502.Soul Edge,"Jan 31, 1997",T,"What's next in fighting? How about a game that melds 3D movement, polygon characters, razor sharp graphics, awe-inspiring moves and a one-of-a-kind combat system? Or, in short, Soul Blade - arguably the most innovative fighting game on the planet. It's the 15th century and ten warriors from around the world, each wielding their weapon of choice, are in bloody pursuit of Soul Edge - the ultimate weapon. Sure, only one will find it. But it looks like the critics already have found it. Game Players magazine voted Soul Blade &quot;Best Game of Show&quot; at AMMO, and NEXT Generation calls Soul Blade &quot;the most complete fighting game to date.&quot; Obviously, a cut above.",89,https://www.metacritic.com/game/soul-edge/
503.Top Spin,"Oct 28, 2003",E,"Top Spin is the complete tennis experience. Define your tennis playing style, take risks, pull off world-class shots, and work the crowd to develop a unique image on the court. You can also train with a coach, to master shots and playing surfaces and work your way up the online rankings to become the best in the world. Top Spin offers singles or doubles matches with 16 of the world's top professionals, including cover athletes Anna Kournikova and the world's number-one player, Lleyton Hewitt.",89,https://www.metacritic.com/game/top-spin/
504.ESPN NBA Basketball,"Oct 21, 2003",E,"ESPN Presentation - Step up and join the most anticipated presentation known to date! With detailed visuals, picture-in-picture introductions, a variety of eye-catching callouts and new studio and color commentary -- why settle for anything less! The next step in realism, accurate player models bring extremely natural looking players to life while all-new game lighting raises the standard for detail with realistic self-shadowing, creating a more dynamic look and feel for every NBA player! Total Game Control - Incredible dribble moves, stellar passing control, split second defensive reactions -- all at your fingertips as you control every aspect of your NBA game on both sides of the court! Intuitive Showtime Pass Mechanics - Your game, your show! Conquer every defense with a variety of jaw dropping no-look and behind-the-back passes, setting up monstrous finishes around the rim! Smart Camera Intelligence - Innovative, new picture angles based on ESPN's broadcast cameras will tightly follow all of the NBA action, offering the perfect viewing perspective of every play.",89,https://www.metacritic.com/game/espn-nba-basketball/
505.Burnout Paradise,"Jan 22, 2008",E10+,"Burnout Paradise proves that crashing is awesome! Next generation technology has enabled an unprecedented level of crash deformation allowing you to experience the most explosive pile-ups in the series’ history. Now the development team can realize their original vision for the Burnout franchise: an open world environment where you can do anything, anywhere, anytime. Feel the adrenaline course through your veins as you take to the road for the first time in Paradise City, where the action is all around you. Explore the city, discover events, and look for the best opportunities to crash, jump and pull signature takedowns. In Burnout Paradise you're given the keys to the city, but it's up to you to earn the keys to the meanest and most dangerous cars on the street, and earn your Burnout license. [Electronic Arts]",88,https://www.metacritic.com/game/burnout-paradise/
506.Asgard's Wrath,"Oct 10, 2019",M,Unleash the wrath of the Gods in a mythical Norse adventure that can only unfold in VR. Forge your destiny as both a mortal hero and living god in an action role playing game of unworldly depth.,88,https://www.metacritic.com/game/asgards-wrath/
